	activity	bonus_credit_eligibility	country	currency_exchange_loss_amount	delinquent	disbursal_amount	funded_amount	id	lender_count	loan_amount	loss_liability	paid_amount	repayment_term	sector	status	avg_invitee_count	avg_loan_count	country_count	fund_yr
193	Food Production/Sales	False	Kenya	N/A	True	500.0	500	13593	7	500	lender	N/A	24.0	Food	defaulted	N/A	N/A	N/A	2007.0
194	Restaurant	True	Bolivia	N/A	False	1200.0	1200	13693	43	1200	partner	1200.0	9.0	Food	paid	N/A	N/A	N/A	2007.0
195	Fuel/Firewood	False	Ecuador	N/A	False	525.0	525	13713	15	525	partner	525.0	8.0	Retail	paid	N/A	N/A	N/A	2007.0
196	Retail	False	Tajikistan	N/A	False	1200.0	1200	13739	15	1200	partner	1200.0	14.0	Retail	paid	N/A	N/A	N/A	2007.0
197	Cosmetics Sales	False	Cote D'Ivoire	N/A	False	900.0	900	13782	15	900	partner	900.0	14.0	Retail	paid	N/A	N/A	N/A	2007.0
198	Clothing Sales	False	Kenya	N/A	True	300.0	300	13873	8	300	lender	N/A	24.0	Clothing	defaulted	N/A	N/A	N/A	2007.0
199	General Store	False	Dominican Republic	N/A	False	1125.0	1125	13878	29	1125	partner	1125.0	8.0	Retail	paid	N/A	N/A	N/A	2007.0
200	Home Products Sales	False	Ecuador	N/A	False	650.0	650	13898	14	650	partner	650.0	8.0	Retail	paid	N/A	N/A	N/A	2007.0
201	Farming	True	Cambodia	N/A	False	1000.0	1000	13925	13	1000	partner	1000.0	14.0	Agriculture	paid	N/A	N/A	N/A	2007.0
202	Retail	True	Paraguay	N/A	False	800.0	800	13983	4	800	partner	800.0	14.0	Retail	paid	N/A	N/A	N/A	2007.0
203	Food Production/Sales	True	Cambodia	N/A	False	300.0	300	14154	9	300	partner	300.0	20.0	Food	paid	N/A	N/A	N/A	2007.0
204	Retail	False	Cameroon	N/A	False	300.0	300	14414	11	300	lender	300.0	18.0	Retail	paid	N/A	N/A	N/A	2007.0
205	Food Production/Sales	False	Mexico	N/A	False	475.0	475	14442	11	475	partner	475.0	7.0	Food	paid	N/A	N/A	N/A	2007.0
206	Electronics Repair	True	Paraguay	N/A	False	200.0	200	14456	1	200	partner	200.0	13.0	Services	paid	N/A	N/A	N/A	2007.0
207	Phone Accessories	False	Kenya	N/A	True	500.0	500	14485	7	500	lender	N/A	24.0	Retail	defaulted	N/A	N/A	N/A	2007.0
208	Cattle	False	Kenya	N/A	True	375.0	375	14536	13	375	lender	N/A	9.0	Agriculture	defaulted	N/A	N/A	N/A	2007.0
209	Clothing Sales	True	Paraguay	N/A	False	800.0	800	14567	12	800	partner	800.0	18.0	Clothing	paid	N/A	N/A	N/A	2007.0
210	Crafts	False	Mexico	N/A	False	650.0	650	14662	13	650	partner	650.0	9.0	Arts	paid	N/A	N/A	N/A	2007.0
211	Motorcycle Repair	True	Paraguay	N/A	False	175.0	175	14687	5	175	partner	175.0	15.0	Services	paid	N/A	N/A	N/A	2007.0
212	Food Production/Sales	False	Ecuador	N/A	False	525.0	525	14765	14	525	partner	525.0	9.0	Food	paid	N/A	N/A	N/A	2007.0
213	Tailoring	True	Cambodia	N/A	False	1000.0	1000	14834	16	1000	partner	1000.0	15.0	Services	paid	N/A	N/A	N/A	2007.0
214	General Store	False	Mozambique	N/A	False	400.0	400	14868	12	400	partner	400.0	15.0	Retail	paid	N/A	N/A	N/A	2007.0
215	Food Production/Sales	False	Mexico	N/A	False	250.0	250	15004	6	250	partner	250.0	6.0	Food	paid	N/A	N/A	N/A	2007.0
216	Livestock	False	Guatemala	N/A	False	400.0	400	15039	15	400	partner	400.0	15.0	Agriculture	paid	N/A	N/A	N/A	2007.0
217	Cattle	False	Tajikistan	N/A	False	800.0	800	15241	1	800	partner	800.0	12.0	Agriculture	paid	N/A	N/A	N/A	2007.0
218	Agriculture	False	Ecuador	N/A	True	1200.0	1200	15271	25	1200	lender	N/A	14.0	Agriculture	defaulted	N/A	N/A	N/A	2007.0
219	Food Production/Sales	False	Mexico	N/A	False	250.0	250	15443	9	250	partner	250.0	6.0	Food	paid	N/A	N/A	N/A	2007.0
220	Agriculture	False	Samoa	N/A	False	750.0	750	15743	20	750	lender	750.0	3.0	Agriculture	paid	N/A	N/A	N/A	2007.0
221	Grocery Store	False	Haiti	N/A	False	750.0	750	15780	23	750	partner	750.0	8.0	Food	paid	N/A	N/A	N/A	2007.0
222	Farm Supplies	False	Mexico	N/A	False	475.0	475	15893	13	475	partner	475.0	9.0	Agriculture	paid	N/A	N/A	N/A	2007.0
223	Pigs	True	Cambodia	N/A	False	500.0	500	15910	6	500	partner	500.0	20.0	Agriculture	paid	N/A	N/A	N/A	2007.0
224	Food Production/Sales	True	Azerbaijan	N/A	False	1200.0	1200	16170	27	1200	partner	1200.0	17.0	Food	paid	N/A	N/A	N/A	2007.0
225	Clothing Sales	False	Mozambique	N/A	False	250.0	250	16177	9	250	partner	250.0	8.0	Clothing	paid	N/A	N/A	N/A	2007.0
226	Blacksmith	False	Ecuador	N/A	True	1075.0	1075	16313	35	1075	lender	N/A	12.0	Manufacturing	defaulted	N/A	N/A	N/A	2007.0
227	Cosmetics Sales	False	Togo	N/A	False	800.0	800	16403	31	800	partner	800.0	15.0	Retail	paid	N/A	N/A	N/A	2007.0
228	Services	False	Togo	N/A	False	700.0	700	16405	12	700	partner	700.0	15.0	Services	paid	N/A	N/A	N/A	2007.0
229	Traveling Sales	False	Pakistan	N/A	False	350.0	350	16455	11	350	partner	350.0	15.0	Retail	paid	N/A	N/A	N/A	2007.0
230	Cattle	False	Guatemala	N/A	False	800.0	800	16506	18	800	partner	800.0	12.0	Agriculture	paid	N/A	N/A	N/A	2007.0
231	Grocery Store	True	Sierra Leone	N/A	False	200.0	200	16587	7	200	partner	200.0	11.0	Food	paid	N/A	N/A	N/A	2007.0
232	Shoe Sales	False	Tajikistan	N/A	False	500.0	500	16753	11	500	partner	500.0	8.0	Retail	paid	N/A	N/A	N/A	2007.0
233	Cattle	True	Azerbaijan	N/A	False	1200.0	1200	16756	42	1200	partner	1200.0	20.0	Agriculture	paid	N/A	N/A	N/A	2007.0
234	Pigs	True	Cambodia	N/A	False	1200.0	1200	16793	44	1200	partner	1200.0	21.0	Agriculture	paid	N/A	N/A	N/A	2007.0
235	Clothing Sales	False	Dominican Republic	N/A	False	750.0	750	16840	15	750	partner	750.0	9.0	Clothing	paid	N/A	N/A	N/A	2007.0
236	Food Market	False	Ecuador	N/A	False	1200.0	1200	16962	44	1200	lender	1200.0	10.0	Food	paid	N/A	N/A	N/A	2007.0
237	Food Production/Sales	True	Paraguay	N/A	False	100.0	100	17086	1	100	partner	100.0	12.0	Food	paid	N/A	N/A	N/A	2007.0
238	Clothing Sales	True	Sierra Leone	N/A	False	175.0	175	17140	4	175	partner	175.0	10.0	Clothing	paid	N/A	N/A	N/A	2007.0
239	Weaving	False	Guatemala	N/A	False	275.0	275	17195	8	275	partner	275.0	9.0	Arts	paid	N/A	N/A	N/A	2007.0
240	Clothing Sales	True	Ukraine	N/A	False	500.0	500	17223	20	500	partner	500.0	8.0	Clothing	paid	N/A	N/A	N/A	2007.0
241	Retail	False	Azerbaijan	N/A	False	500.0	500	17268	20	500	partner	500.0	14.0	Retail	paid	N/A	N/A	N/A	2007.0
242	Food Production/Sales	True	Paraguay	N/A	False	400.0	400	17290	15	400	partner	400.0	12.0	Food	paid	N/A	N/A	N/A	2007.0
243	Food Production/Sales	False	Mexico	N/A	False	475.0	475	17295	19	475	partner	475.0	8.0	Food	paid	N/A	N/A	N/A	2007.0
244	Farming	False	Togo	N/A	False	1000.0	1000	17513	33	1000	partner	1000.0	20.0	Agriculture	paid	N/A	N/A	N/A	2007.0
245	Shoe Sales	True	Bolivia	N/A	False	400.0	400	17557	16	400	partner	400.0	14.0	Retail	paid	N/A	N/A	N/A	2007.0
246	Animal Sales	False	Mexico	N/A	False	375.0	375	17580	11	375	partner	375.0	8.0	Agriculture	paid	N/A	N/A	N/A	2007.0
247	Personal Housing Expenses	True	Cambodia	N/A	False	400.0	400	17601	13	400	partner	400.0	12.0	Housing	paid	N/A	N/A	N/A	2007.0
248	General Store	False	Mozambique	N/A	False	600.0	600	17747	24	600	lender	600.0	12.0	Retail	paid	N/A	N/A	N/A	2007.0
249	Food Production/Sales	False	Kenya	N/A	True	350.0	350	17934	11	350	lender	N/A	22.0	Food	defaulted	N/A	N/A	N/A	2007.0
250	Clothing Sales	False	Tajikistan	N/A	False	1200.0	1200	17954	42	1200	partner	1200.0	14.0	Clothing	paid	N/A	N/A	N/A	2007.0
251	Clothing Sales	False	Kenya	N/A	True	700.0	700	18062	24	700	lender	N/A	26.0	Clothing	defaulted	N/A	N/A	N/A	2007.0
252	Motorcycle Transport	False	Cameroon	N/A	False	600000.0	1200	18071	29	1200	lender	1200.0	26.0	Transportation	paid	N/A	N/A	N/A	2008.0
253	Clothing Sales	False	Nigeria	N/A	False	1175.0	1175	18178	33	1175	partner	1175.0	10.0	Clothing	paid	N/A	N/A	N/A	2007.0
254	Retail	False	Peru	N/A	False	250.0	250	18216	8	250	partner	250.0	6.0	Retail	paid	N/A	N/A	N/A	2007.0
255	Food Market	False	Kenya	N/A	True	800.0	800	18256	25	800	lender	N/A	26.0	Food	defaulted	N/A	N/A	N/A	2007.0
256	Textiles	False	Mexico	N/A	False	750.0	750	18328	27	750	partner	750.0	13.0	Arts	paid	N/A	N/A	N/A	2007.0
257	Food Production/Sales	False	Kenya	N/A	True	600.0	600	18378	15	600	lender	N/A	26.0	Food	defaulted	N/A	N/A	N/A	2007.0
258	Food Production/Sales	False	Mozambique	N/A	False	200.0	200	18388	4	200	partner	200.0	8.0	Food	paid	N/A	N/A	N/A	2007.0
259	Cattle	False	Azerbaijan	N/A	False	1200.0	1200	18401	31	1200	partner	1200.0	9.0	Agriculture	paid	N/A	N/A	N/A	2007.0
260	Furniture Making	False	Nigeria	N/A	False	550.0	550	18431	22	550	partner	550.0	11.0	Manufacturing	paid	N/A	N/A	N/A	2007.0
261	Grocery Store	True	Paraguay	N/A	False	1100.0	1100	18443	34	1100	partner	1100.0	15.0	Food	paid	N/A	N/A	N/A	2007.0
262	Arts	False	Pakistan	N/A	False	325.0	325	18503	12	325	partner	325.0	15.0	Arts	paid	N/A	N/A	N/A	2007.0
263	Clothing Sales	False	Kenya	N/A	True	600.0	600	18567	12	600	lender	N/A	26.0	Clothing	defaulted	N/A	N/A	N/A	2007.0
264	Auto Repair	True	Paraguay	N/A	False	1050.0	1050	18610	38	1050	partner	1050.0	15.0	Services	paid	N/A	N/A	N/A	2007.0
265	Food Production/Sales	False	Samoa	N/A	False	300.0	300	18748	12	300	partner	300.0	20.0	Food	paid	N/A	N/A	N/A	2007.0
266	Pigs	False	Indonesia	N/A	False	150.0	150	18781	6	150	partner	150.0	15.0	Agriculture	paid	N/A	N/A	N/A	2007.0
267	Farming	False	Azerbaijan	N/A	False	1200.0	1200	18801	23	1200	partner	1200.0	17.0	Agriculture	paid	N/A	N/A	N/A	2007.0
268	General Store	False	Mozambique	N/A	False	250.0	250	18812	10	250	partner	250.0	8.0	Retail	paid	N/A	N/A	N/A	2007.0
269	Food Market	False	Ecuador	N/A	False	525.0	525	18952	10	525	partner	525.0	8.0	Food	paid	N/A	N/A	N/A	2007.0
270	Poultry	False	Azerbaijan	N/A	False	600.0	600	18966	21	600	partner	600.0	15.0	Agriculture	paid	N/A	N/A	N/A	2007.0
271	Home Products Sales	False	Indonesia	N/A	False	625.0	625	19145	21	625	partner	625.0	15.0	Retail	paid	N/A	N/A	N/A	2007.0
272	Home Products Sales	True	Ukraine	N/A	False	1000.0	1000	19201	25	1000	partner	1000.0	11.0	Retail	paid	N/A	N/A	N/A	2007.0
273	Clothing Sales	False	Tajikistan	N/A	False	1200.0	1200	19278	22	1200	partner	1200.0	17.0	Clothing	paid	N/A	N/A	N/A	2007.0
274	Vehicle Repairs	False	Mexico	N/A	False	275.0	275	19351	2	275	partner	275.0	9.0	Services	paid	N/A	N/A	N/A	2007.0
275	Services	True	Cambodia	N/A	False	1000.0	1000	19414	28	1000	partner	1000.0	20.0	Services	paid	N/A	N/A	N/A	2007.0
276	Agriculture	False	Nigeria	N/A	False	400.0	400	19556	12	400	partner	400.0	10.0	Agriculture	paid	N/A	N/A	N/A	2007.0
277	Services	True	Peru	N/A	False	425.0	425	19558	15	425	partner	425.0	9.0	Services	paid	N/A	N/A	N/A	2007.0
278	Crafts	True	Lebanon	N/A	False	300.0	300	19695	5	300	partner	300.0	9.0	Arts	paid	N/A	N/A	N/A	2007.0
279	Food Production/Sales	True	Paraguay	N/A	False	300.0	300	19696	5	300	partner	300.0	15.0	Food	paid	N/A	N/A	N/A	2007.0
280	Grocery Store	True	Bolivia	N/A	False	150.0	150	19753	4	150	partner	150.0	9.0	Food	paid	N/A	N/A	N/A	2007.0
281	Shoe Sales	False	Mexico	N/A	False	925.0	925	19799	12	925	partner	925.0	9.0	Retail	paid	N/A	N/A	N/A	2007.0
282	Pharmacy	False	Kenya	N/A	False	1200.0	1200	19882	24	1200	partner	1200.0	20.0	Health	paid	N/A	N/A	N/A	2007.0
283	Goods Distribution	True	Sierra Leone	N/A	False	250.0	250	19894	7	250	partner	250.0	13.0	Wholesale	paid	N/A	N/A	N/A	2007.0
284	Used Clothing	True	Lebanon	N/A	False	1200.0	1200	19952	30	1200	partner	1200.0	12.0	Clothing	paid	N/A	N/A	N/A	2007.0
285	Restaurant	False	Pakistan	N/A	False	325.0	325	20022	13	325	partner	325.0	14.0	Food	paid	N/A	N/A	N/A	2007.0
286	General Store	True	Peru	N/A	False	400.0	400	20069	11	400	partner	400.0	8.0	Retail	paid	N/A	N/A	N/A	2007.0
287	Cosmetics Sales	False	Mexico	N/A	False	925.0	925	20212	35	925	partner	925.0	7.0	Retail	paid	N/A	N/A	N/A	2007.0
288	Spare Parts	False	Azerbaijan	N/A	False	575.0	575	20257	19	575	partner	575.0	17.0	Retail	paid	N/A	N/A	N/A	2007.0
289	Electronics Repair	False	Ecuador	N/A	True	1100.0	1100	20320	38	1100	lender	N/A	14.0	Services	defaulted	N/A	N/A	N/A	2007.0
290	Food Production/Sales	False	Samoa	N/A	False	400.0	400	20366	14	400	partner	400.0	20.0	Food	paid	N/A	N/A	N/A	2007.0
291	Tailoring	False	Indonesia	N/A	False	125.0	125	20375	5	125	partner	125.0	7.0	Services	paid	N/A	N/A	N/A	2007.0
292	General Store	False	Mexico	N/A	False	750.0	750	20439	27	750	partner	750.0	8.0	Retail	paid	N/A	N/A	N/A	2007.0
293	Pigs	False	Cameroon	N/A	False	100.0	0	20484	0	100	lender	N/A	N/A	Agriculture	deleted	N/A	N/A	N/A	N/A
294	Grocery Store	False	Azerbaijan	N/A	False	775.0	775	20486	23	775	partner	775.0	14.0	Food	paid	N/A	N/A	N/A	2007.0
295	Pigs	False	Dominican Republic	N/A	False	1050.0	1050	20623	32	1050	partner	1050.0	8.0	Agriculture	paid	N/A	N/A	N/A	2007.0
296	Farming	True	Cambodia	N/A	False	600.0	600	20650	22	600	partner	600.0	20.0	Agriculture	paid	N/A	N/A	N/A	2007.0
297	Grocery Store	True	Cambodia	N/A	False	1200.0	1200	20675	41	1200	partner	1200.0	20.0	Food	paid	N/A	N/A	N/A	2007.0
298	Shoe Sales	False	Azerbaijan	N/A	False	800.0	800	20689	21	800	partner	800.0	15.0	Retail	paid	N/A	N/A	N/A	2007.0
299	Souvenir Sales	False	Nicaragua	N/A	False	800.0	800	20795	28	800	partner	800.0	9.0	Retail	paid	N/A	N/A	N/A	2007.0
300	Agriculture	False	Samoa	N/A	False	550.0	550	20806	18	550	partner	550.0	20.0	Agriculture	paid	N/A	N/A	N/A	2007.0
301	Grocery Store	False	Afghanistan	N/A	False	1025.0	1025	20830	37	1025	partner	1025.0	12.0	Food	paid	N/A	N/A	N/A	2007.0
302	Food Production/Sales	False	Cameroon	N/A	False	100.0	0	20832	0	100	lender	N/A	N/A	Food	deleted	N/A	N/A	N/A	N/A
303	Music Discs & Tapes	False	Azerbaijan	N/A	False	1000.0	1000	20855	18	1000	partner	1000.0	15.0	Retail	paid	N/A	N/A	N/A	2007.0
304	Food Production/Sales	True	Peru	N/A	False	275.0	275	20888	9	275	partner	275.0	7.0	Food	paid	N/A	N/A	N/A	2007.0
305	Retail	False	Peru	N/A	False	500.0	500	20921	16	500	partner	500.0	8.0	Retail	paid	N/A	N/A	N/A	2007.0
306	Bakery	False	Ecuador	N/A	True	1075.0	1075	20926	38	1075	lender	N/A	12.0	Food	defaulted	N/A	N/A	N/A	2007.0
307	Catering	True	Uganda	N/A	False	300.0	300	21065	11	300	partner	300.0	8.0	Food	paid	N/A	N/A	N/A	2007.0
308	Pharmacy	True	Sierra Leone	N/A	False	1200.0	1200	21266	39	1200	partner	1200.0	12.0	Health	paid	N/A	N/A	N/A	2007.0
309	Cosmetics Sales	False	Mexico	N/A	False	325.0	325	21299	13	325	partner	325.0	7.0	Retail	paid	N/A	N/A	N/A	2007.0
310	Food Production/Sales	False	Mexico	N/A	False	1025.0	1025	21310	32	1025	partner	1025.0	10.0	Food	paid	N/A	N/A	N/A	2007.0
311	Bookstore	True	Peru	N/A	False	175.0	175	21327	6	175	partner	175.0	8.0	Retail	paid	N/A	N/A	N/A	2007.0
312	Farming	True	Azerbaijan	N/A	False	900.0	900	21371	19	900	partner	900.0	20.0	Agriculture	paid	N/A	N/A	N/A	2007.0
313	Beauty Salon	False	Nigeria	N/A	False	250.0	250	21527	9	250	partner	250.0	11.0	Services	paid	N/A	N/A	N/A	2007.0
314	Food Production/Sales	False	Honduras	N/A	False	150.0	0	21647	0	150	partner	N/A	N/A	Food	deleted	N/A	N/A	N/A	N/A
315	Agriculture	True	Peru	N/A	False	275.0	275	21832	11	275	partner	275.0	8.0	Agriculture	paid	N/A	N/A	N/A	2007.0
316	General Store	False	Peru	N/A	False	750.0	750	21858	26	750	partner	750.0	9.0	Retail	paid	N/A	N/A	N/A	2007.0
317	Used Clothing	False	Honduras	N/A	False	500.0	500	21965	20	500	partner	500.0	19.0	Clothing	paid	N/A	N/A	N/A	2007.0
318	Furniture Making	False	Azerbaijan	N/A	False	849.0	1000	22013	15	1000	partner	1000.0	14.0	Manufacturing	paid	N/A	N/A	N/A	2007.0
319	Taxi	True	Cambodia	N/A	False	4000000.0	1000	22039	27	1000	partner	1000.0	20.0	Transportation	paid	N/A	N/A	N/A	2007.0
320	Grocery Store	False	Honduras	N/A	False	10000.0	0	22160	0	525	partner	N/A	N/A	Food	deleted	N/A	N/A	N/A	N/A
321	Pigs	False	Indonesia	N/A	False	1500000.0	175	22210	2	175	partner	175.0	15.0	Agriculture	paid	N/A	N/A	N/A	2007.0
322	Grocery Store	False	Tanzania	N/A	False	450000.0	400	22298	10	400	partner	400.0	11.0	Food	paid	N/A	N/A	N/A	2007.0
323	Food Market	False	Nigeria	N/A	False	49000.0	400	22325	9	400	partner	400.0	11.0	Food	paid	N/A	N/A	N/A	2007.0
324	Food Market	False	Kenya	N/A	True	80280.0	1200	22478	35	1200	lender	N/A	22.0	Food	defaulted	N/A	N/A	N/A	2007.0
325	Grocery Store	False	Honduras	N/A	False	5000.0	0	22555	0	275	partner	N/A	N/A	Food	deleted	N/A	N/A	N/A	N/A
326	Movie Tapes & DVDs	False	Tajikistan	N/A	False	1200.0	350	22614	5	350	partner	350.0	8.0	Retail	paid	N/A	N/A	N/A	2007.0
327	Used Clothing	False	Pakistan	N/A	False	30000.0	500	22817	13	500	partner	500.0	15.0	Clothing	paid	N/A	N/A	N/A	2007.0
328	Food Production/Sales	False	Kenya	N/A	True	73634.0	1100	22849	30	1100	lender	N/A	26.0	Food	defaulted	N/A	N/A	N/A	2007.0
329	Crafts	True	Peru	N/A	False	3600.0	1200	22989	28	1200	partner	1200.0	9.0	Arts	paid	N/A	N/A	N/A	2007.0
330	Food Production/Sales	False	Dominican Republic	N/A	False	12000.0	375	23151	15	375	partner	375.0	8.0	Food	paid	N/A	N/A	N/A	2007.0
331	General Store	False	Indonesia	N/A	False	1000000.0	125	23316	3	125	partner	125.0	14.0	Retail	paid	N/A	N/A	N/A	2007.0
332	Agriculture	True	Peru	N/A	False	1000.0	350	23604	14	350	partner	350.0	9.0	Agriculture	paid	N/A	N/A	N/A	2007.0
333	Clothing Sales	False	Kenya	N/A	True	10000.0	150	23662	3	150	lender	N/A	11.0	Clothing	defaulted	N/A	N/A	N/A	2007.0
334	Fish Selling	False	Nigeria	N/A	False	47500.0	400	23728	15	400	partner	400.0	10.0	Food	paid	N/A	N/A	N/A	2007.0
335	Shoe Sales	True	Uganda	N/A	False	6500000.0	3825	23792	126	3825	partner	3825.0	9.0	Retail	paid	N/A	N/A	N/A	2007.0
336	Poultry	False	Vietnam	N/A	False	2006000.0	0	23812	0	125	partner	N/A	N/A	Agriculture	deleted	N/A	N/A	N/A	N/A
337	Furniture Making	False	Ecuador	N/A	True	400.0	400	23918	13	400	lender	N/A	9.0	Manufacturing	defaulted	N/A	N/A	N/A	2008.0
338	Cereals	False	Kenya	N/A	True	5000.0	100	23933	4	100	lender	N/A	8.0	Food	defaulted	N/A	N/A	N/A	2007.0
339	Used Clothing	False	Mozambique	N/A	False	17440.0	700	24027	27	700	partner	700.0	7.0	Clothing	paid	N/A	N/A	N/A	2007.0
340	Grocery Store	False	Nicaragua	N/A	False	10050.0	550	24155	21	550	partner	550.0	6.0	Food	paid	N/A	N/A	N/A	2007.0
341	Fuel/Firewood	True	Peru	N/A	False	1000.0	350	24283	12	350	partner	350.0	8.0	Retail	paid	N/A	N/A	N/A	2007.0
342	Food Production/Sales	False	Peru	N/A	False	600.0	225	24428	8	225	partner	225.0	7.0	Food	paid	N/A	N/A	N/A	2007.0
343	Farming	False	Cambodia	N/A	False	3987550.0	1000	24533	32	1000	partner	1000.0	22.0	Agriculture	paid	N/A	N/A	N/A	2007.0
344	Fruits & Vegetables	False	Azerbaijan	N/A	False	850.0	1000	24567	25	1000	partner	1000.0	15.0	Food	paid	N/A	N/A	N/A	2007.0
345	Livestock	True	Sierra Leone	N/A	False	1500000.0	525	24693	2	525	partner	525.0	14.0	Agriculture	paid	N/A	N/A	N/A	2007.0
346	Animal Sales	True	Peru	N/A	False	2000.0	675	24704	19	675	partner	675.0	9.0	Agriculture	paid	N/A	N/A	N/A	2007.0
347	Retail	False	Nicaragua	N/A	False	8060.0	450	24707	16	450	partner	450.0	7.0	Retail	paid	N/A	N/A	N/A	2007.0
348	Computers	True	Peru	N/A	False	1000.0	350	24735	11	350	partner	350.0	9.0	Services	paid	N/A	N/A	N/A	2007.0
349	Food Production/Sales	True	Paraguay	N/A	False	5000000.0	1075	24779	31	1075	partner	1075.0	15.0	Food	paid	N/A	N/A	N/A	2007.0
350	Food Production/Sales	True	Cambodia	N/A	False	800.0	800	24864	16	800	partner	800.0	20.0	Food	paid	N/A	N/A	N/A	2007.0
351	Food Production/Sales	True	Peru	N/A	False	2000.0	675	25013	19	675	partner	675.0	11.0	Food	paid	N/A	N/A	N/A	2007.0
352	Retail	False	Tanzania	N/A	False	700000.0	625	25035	15	625	partner	625.0	15.0	Retail	paid	N/A	N/A	N/A	2007.0
353	Soft Drinks	False	Kenya	N/A	False	45288.6	700	25120	12	700	partner	700.0	20.0	Food	paid	N/A	N/A	N/A	2007.0
354	Farming	True	Cambodia	N/A	False	500.0	500	25138	11	500	partner	500.0	20.0	Agriculture	paid	N/A	N/A	N/A	2007.0
355	Shoe Sales	True	Ukraine	N/A	False	5988.0	1200	25167	27	1200	partner	1200.0	11.0	Retail	paid	N/A	N/A	N/A	2007.0
356	Clothing Sales	True	Ukraine	N/A	False	998.0	200	25170	1	200	partner	200.0	4.0	Clothing	paid	N/A	N/A	N/A	2007.0
357	Animal Sales	False	Pakistan	N/A	False	12000.0	200	25242	5	200	partner	200.0	15.0	Agriculture	paid	N/A	N/A	N/A	2007.0
358	Agriculture	True	Tajikistan	N/A	False	3446.17	1000	25361	33	1000	partner	1000.0	12.0	Agriculture	paid	N/A	N/A	N/A	2007.0
359	Food Production/Sales	True	Azerbaijan	N/A	False	765.0	900	25362	27	900	partner	900.0	17.0	Food	paid	N/A	N/A	N/A	2007.0
360	Pharmacy	False	Togo	N/A	False	440000.0	1000	25393	24	1000	partner	1000.0	15.0	Health	paid	N/A	N/A	N/A	2007.0
361	Grocery Store	False	Indonesia	N/A	False	1000000.0	125	25426	1	125	partner	125.0	15.0	Food	paid	N/A	N/A	N/A	2007.0
362	Food Production/Sales	False	Indonesia	N/A	False	750000.0	100	25430	1	100	partner	100.0	15.0	Food	paid	N/A	N/A	N/A	2007.0
363	Animal Sales	True	Tajikistan	N/A	False	1723.08	500	25527	20	500	partner	500.0	14.0	Agriculture	paid	N/A	N/A	N/A	2007.0
364	Fuel/Firewood	True	Cambodia	N/A	False	1200.0	1200	25582	28	1200	partner	1200.0	20.0	Retail	paid	N/A	N/A	N/A	2007.0
365	Animal Sales	True	Peru	N/A	False	900.0	300	25681	11	300	partner	300.0	9.0	Agriculture	paid	N/A	N/A	N/A	2007.0
366	Carpentry	True	Paraguay	N/A	False	4000000.0	875	25684	30	875	partner	875.0	15.0	Construction	paid	N/A	N/A	N/A	2007.0
367	Agriculture	True	Peru	N/A	False	1800.0	600	25708	22	600	partner	600.0	8.0	Agriculture	paid	N/A	N/A	N/A	2007.0
368	Agriculture	False	Samoa	N/A	False	1250.0	475	25750	16	475	partner	475.0	20.0	Agriculture	paid	N/A	N/A	N/A	2007.0
369	Bakery	False	Tajikistan	N/A	False	4000.0	1175	25825	22	1175	partner	1175.0	13.0	Food	paid	N/A	N/A	N/A	2007.0
370	Arts	True	Peru	N/A	False	2000.0	675	25917	23	675	partner	675.0	8.0	Arts	paid	N/A	N/A	N/A	2007.0
371	Grocery Store	False	Afghanistan	N/A	False	50000.0	1025	25954	19	1025	partner	1025.0	15.0	Food	paid	N/A	N/A	N/A	2007.0
372	Soft Drinks	False	Mozambique	N/A	False	10000.0	425	25977	13	425	partner	425.0	6.0	Food	paid	N/A	N/A	N/A	2007.0
373	Retail	False	Kenya	N/A	True	25281.2	400	25983	11	400	lender	N/A	20.0	Retail	defaulted	N/A	N/A	N/A	2007.0
374	Retail	False	Tajikistan	N/A	False	2000.0	600	26014	4	600	partner	600.0	10.0	Retail	paid	N/A	N/A	N/A	2007.0
375	Cosmetics Sales	False	Mexico	N/A	False	10000.0	925	26071	21	925	partner	925.0	9.0	Retail	paid	N/A	N/A	N/A	2007.0
376	Food Market	False	Tajikistan	N/A	False	2000.0	600	26106	5	600	partner	600.0	9.0	Food	paid	N/A	N/A	N/A	2007.0
377	Food Market	False	Nicaragua	N/A	False	250.0	250	26168	9	250	partner	250.0	7.0	Food	paid	N/A	N/A	N/A	2007.0
378	Food Market	False	Nigeria	N/A	False	42000.0	375	26368	11	375	partner	375.0	11.0	Food	paid	N/A	N/A	N/A	2007.0
379	Food Production/Sales	False	Mozambique	N/A	False	15000.0	625	26439	11	625	partner	625.0	8.0	Food	paid	N/A	N/A	N/A	2007.0
380	Natural Medicines	True	Peru	N/A	False	1000.0	350	26586	13	350	partner	350.0	8.0	Health	paid	N/A	N/A	N/A	2007.0
381	Natural Medicines	True	Peru	N/A	False	1000.0	350	26589	14	350	partner	350.0	8.0	Health	paid	N/A	N/A	N/A	2007.0
382	Fish Selling	False	Cambodia	N/A	False	500.0	500	26662	20	500	partner	500.0	22.0	Food	paid	N/A	N/A	N/A	2007.0
383	Weaving	True	Cambodia	N/A	False	200.0	200	26670	8	200	partner	200.0	14.0	Arts	paid	N/A	N/A	N/A	2007.0
384	Retail	False	Peru	N/A	False	1400.0	475	26737	18	475	partner	475.0	6.0	Retail	paid	N/A	N/A	N/A	2007.0
